date,load
2019-01-02,5.0
2019-01-03,4.9
2019-01-04,4.8
2019-01-05,4.3
2019-01-06,4.3
2019-01-07,4.0
2019-01-08,3.8
2019-01-09,3.9
2019-01-10,3.9
2019-01-11,3.4
2019-01-12,4.0
2019-01-13,3.8
2019-01-14,3.5
2019-01-15,3.2
2019-01-16,6.0
2019-01-17,5.6
2019-01-18,5.0
2019-01-19,5.3
2019-01-20,5.1
2019-01-21,5.2
2019-01-22,5.1
2019-01-23,4.8
2019-01-24,5.0
2019-01-25,5.1
2019-01-26,4.7
2019-01-27,4.7
2019-01-28,4.4
2019-01-29,4.1
2019-01-30,2.2
2019-01-31,2.2
2019-02-02,2.3
2019-02-03,2.2
2019-02-04,2.2
2019-02-05,2.2
2019-02-06,2.2
2019-02-07,2.9
2019-02-08,3.3
2019-02-09,3.6
2019-02-10,3.6
2019-02-11,3.6
2019-02-12,3.5
2019-02-13,3.1
2019-02-14,3.8
2019-02-15,3.8
2019-02-16,4.0
2019-02-17,3.9
2019-02-18,3.9
2019-02-19,3.6
2019-02-20,3.3
2019-02-21,5.2
2019-02-22,5.4
2019-02-23,5.6
2019-02-24,6.0
2019-02-25,6.2
2019-02-26,6.4
2019-02-27,6.0
2019-02-28,4.6
2019-03-02,4.4
2019-03-03,4.3
2019-03-04,4.1
2019-03-05,4.4
2019-03-06,4.0
2019-03-07,3.7
2019-03-08,5.4
2019-03-09,6.1
2019-03-10,6.5
2019-03-11,6.0
2019-03-12,6.1
2019-03-13,6.2
2019-03-14,5.3
2019-03-15,2.7
2019-03-16,2.6
2019-03-17,2.6
2019-03-18,2.8
2019-03-19,3.0
2019-03-20,3.1
2019-03-21,3.2
2019-03-22,3.2
2019-03-23,3.4
2019-03-24,3.5
2019-03-25,3.5
2019-03-26,3.5
2019-03-27,3.3
2019-03-28,3.1
2019-03-29,3.1
2019-03-30,3.1
2019-03-31,3.2
2019-04-02,3.2
2019-04-03,3.4
2019-04-04,3.4
2019-04-05,3.0
2019-04-06,3.3
2019-04-07,3.3
2019-04-08,3.5
2019-04-09,3.5
2019-04-10,3.4
2019-04-11,3.4
2019-04-12,2.9
2019-04-13,6.2
2019-04-14,6.2
