date,load
2019-01-02,119.9
2019-01-03,121.9
2019-01-04,118.8
2019-01-05,121.0
2019-01-06,121.4
2019-01-07,118.0
2019-01-08,107.5
2019-01-09,132.5
2019-01-10,131.5
2019-01-11,130.3
2019-01-12,137.9
2019-01-13,135.8
2019-01-14,139.3
2019-01-15,141.1
2019-01-16,231.9
2019-01-17,253.8
2019-01-18,236.4
2019-01-19,229.8
2019-01-20,195.0
2019-01-21,207.1
2019-01-22,218.9
2019-01-23,136.0
2019-01-24,132.5
2019-01-25,134.3
2019-01-26,135.9
2019-01-27,141.2
2019-01-28,144.5
2019-01-29,139.6
2019-01-30,60.0
2019-01-31,62.7
2019-02-02,63.6
2019-02-03,63.5
2019-02-04,68.0
2019-02-05,72.1
2019-02-06,70.5
2019-02-07,92.0
2019-02-08,105.8
2019-02-09,110.1
2019-02-10,112.4
2019-02-11,111.3
2019-02-12,108.5
2019-02-13,98.8
2019-02-14,104.6
2019-02-15,109.7
2019-02-16,112.8
2019-02-17,110.7
2019-02-18,109.5
2019-02-19,106.7
2019-02-20,101.5
2019-02-21,155.9
2019-02-22,166.3
2019-02-23,175.9
2019-02-24,183.6
2019-02-25,188.8
2019-02-26,186.4
2019-02-27,186.9
2019-02-28,107.5
2019-03-02,102.9
2019-03-03,104.2
2019-03-04,106.9
2019-03-05,111.2
2019-03-06,111.6
2019-03-07,106.1
2019-03-08,245.8
2019-03-09,256.7
2019-03-10,265.3
2019-03-11,266.5
2019-03-12,257.9
2019-03-13,260.3
2019-03-14,233.4
2019-03-15,87.5
2019-03-16,81.5
2019-03-17,89.6
2019-03-18,96.5
2019-03-19,103.4
2019-03-20,109.0
2019-03-21,109.0
2019-03-22,101.7
2019-03-23,100.3
2019-03-24,98.0
2019-03-25,99.4
2019-03-26,102.8
2019-03-27,101.4
2019-03-28,92.9
2019-03-29,118.3
2019-03-30,123.5
2019-03-31,126.9
2019-04-02,129.8
2019-04-03,131.5
2019-04-04,130.8
2019-04-05,121.4
2019-04-06,101.8
2019-04-07,100.3
2019-04-08,101.6
2019-04-09,101.6
2019-04-10,106.8
2019-04-11,105.9
2019-04-12,93.1
2019-04-13,249.8
2019-04-14,250.6
2019-04-15,274.1
2019-04-16,269.4
2019-04-17,282.7
2019-04-18,281.5
2019-04-19,286.0
2019-04-20,121.8
2019-04-21,124.8
2019-04-22,124.9
2019-04-23,121.8
2019-04-24,113.0
2019-04-25,96.9
2019-04-26,97.8
2019-04-27,112.8
2019-04-28,118.6
2019-04-29,121.2
2019-04-30,123.3
2019-05-02,120.9
2019-05-03,122.1
2019-05-04,113.8
2019-05-05,213.9
