date,load
2019-01-02,24.8
2019-01-03,25.6
2019-01-04,26.3
2019-01-05,23.0
2019-01-06,22.6
2019-01-07,23.9
2019-01-08,23.3
2019-01-09,19.2
2019-01-10,21.8
2019-01-11,23.3
2019-01-12,24.3
2019-01-13,24.8
2019-01-14,24.8
2019-01-15,24.8
2019-01-16,22.1
2019-01-17,22.3
2019-01-18,24.1
2019-01-19,23.8
2019-01-20,25.0
2019-01-21,24.8
2019-01-22,23.8
2019-01-23,27.5
2019-01-24,25.9
2019-01-25,23.2
2019-01-26,25.0
2019-01-27,21.4
2019-01-28,18.7
2019-01-29,23.8
2019-01-30,21.9
2019-01-31,22.8
2019-02-02,23.4
2019-02-03,23.0
2019-02-04,23.3
2019-02-05,24.0
2019-02-06,24.1
2019-02-07,24.3
2019-02-08,23.6
2019-02-09,22.7
2019-02-10,23.8
2019-02-11,24.4
2019-02-12,23.9
2019-02-13,23.6
2019-02-14,21.6
2019-02-15,23.9
2019-02-16,24.3
2019-02-17,25.0
2019-02-18,24.8
2019-02-19,24.4
2019-02-20,23.4
2019-02-21,28.2
2019-02-22,28.5
2019-02-23,28.2
2019-02-24,26.3
2019-02-25,24.8
2019-02-26,25.3
2019-02-27,25.1
2019-02-28,26.3
2019-03-02,26.3
2019-03-03,24.2
2019-03-04,26.1
2019-03-05,25.6
2019-03-06,24.1
2019-03-07,24.7
2019-03-08,23.9
2019-03-09,24.8
2019-03-10,25.3
2019-03-11,24.9
2019-03-12,27.8
2019-03-13,27.0
2019-03-14,25.9
2019-03-15,20.4
2019-03-16,20.4
2019-03-17,20.3
2019-03-18,21.4
2019-03-19,22.5
2019-03-20,21.8
2019-03-21,22.0
2019-03-22,24.4
2019-03-23,24.7
2019-03-24,24.2
2019-03-25,24.1
2019-03-26,24.3
2019-03-27,24.5
2019-03-28,23.6
2019-03-29,24.7
2019-03-30,23.1
2019-03-31,23.9
2019-04-02,23.8
2019-04-03,23.8
2019-04-04,23.8
2019-04-05,24.0
2019-04-06,17.4
2019-04-07,21.1
2019-04-08,21.1
2019-04-09,20.7
2019-04-10,21.0
2019-04-11,23.3
2019-04-12,22.9
2019-04-13,25.3
2019-04-14,25.6
2019-04-15,24.3
2019-04-16,21.6
2019-04-17,25.2
2019-04-18,25.3
2019-04-19,25.7
2019-04-20,22.2
2019-04-21,21.0
2019-04-22,22.1
2019-04-23,22.3
2019-04-24,23.8
2019-04-25,24.1
2019-04-26,23.9
2019-04-27,25.9
2019-04-28,24.1
2019-04-29,25.1
2019-04-30,24.0
2019-05-02,25.1
2019-05-03,24.5
2019-05-04,25.2
2019-05-05,26.6
2019-05-06,24.1
2019-05-07,22.4
2019-05-08,21.8
2019-05-09,22.1
2019-05-10,20.1
2019-05-11,19.0
2019-05-12,27.1
2019-05-13,24.8
2019-05-14,22.5
2019-05-15,22.7
2019-05-16,23.2
2019-05-17,22.2
2019-05-18,21.8
2019-05-19,23.4
2019-05-20,24.1
2019-05-21,25.1
2019-05-22,26.5
2019-05-23,27.4
2019-05-24,27.4
2019-05-25,26.5
2019-05-26,21.5
2019-05-27,23.2
2019-05-28,23.9
2019-05-29,24.2
2019-05-30,23.2
2019-05-31,23.7
2019-06-02,23.0
2019-06-03,22.4
2019-06-04,23.9
2019-06-05,23.6
2019-06-06,20.0
2019-06-07,19.9
2019-06-08,22.9
2019-06-09,24.5
2019-06-10,22.8
2019-06-11,24.5
2019-06-12,24.5
2019-06-13,24.6
2019-06-14,22.7
2019-06-15,23.5
2019-06-16,22.3
2019-06-17,28.4
2019-06-18,28.7
2019-06-19,27.5
2019-06-20,25.2
2019-06-21,26.0
2019-06-22,26.0
2019-06-23,26.2
2019-06-24,25.3
2019-06-25,26.2
2019-06-26,25.9
2019-06-27,25.6
2019-06-28,26.0
2019-06-29,26.4
2019-06-30,26.6
2019-07-01,22.1
2019-07-02,24.2
2019-07-03,26.2
2019-07-04,25.8
2019-07-05,24.8
2019-07-06,24.7
2019-07-07,23.0
2019-07-08,24.4
2019-07-08,22.6
2019-07-09,18.8
2019-07-09,20.6
2019-07-10,19.0
2019-07-10,21.1
2019-07-11,23.8
2019-07-11,22.3
2019-07-12,23.9
2019-07-12,24.1
2019-07-13,24.3
2019-07-14,24.2
2019-07-15,24.6
2019-07-16,24.1
2019-07-17,20.6
2019-07-18,22.4
2019-07-19,23.6
2019-07-20,21.9
2019-07-21,21.2
2019-07-22,22.6
2019-07-23,22.9
2019-07-24,22.0
2019-07-25,22.9
2019-07-26,22.1
2019-07-27,23.0
2019-07-28,22.3
2019-07-29,22.9
2019-07-30,23.7
2019-07-31,27.2
2019-08-01,27.3
2019-08-02,26.6
2019-08-03,25.6
2019-08-04,22.8
2019-08-05,21.0
2019-08-06,24.0
2019-08-08,26.3
2019-08-09,26.9
2019-08-10,26.5
2019-08-11,19.3
2019-08-12,17.4
2019-08-13,23.5
2019-08-14,27.3
2019-08-15,24.0
2019-08-16,23.9
2019-08-17,23.6
2019-08-18,23.7
2019-08-19,24.5
2019-08-20,24.3
2019-08-21,23.6
2019-08-22,22.4
2019-08-23,24.2
2019-08-24,23.9
2019-08-25,24.0
2019-08-26,24.6
2019-08-27,25.2
2019-08-28,25.3
2019-08-29,25.1
2019-08-30,25.1
2019-08-31,25.4
2019-09-01,26.2
2019-09-02,26.6
2019-09-03,25.7
2019-09-04,26.4
2019-09-05,23.7
2019-09-06,24.5
2019-09-08,24.4
2019-09-09,23.9
2019-09-10,22.9
2019-09-11,23.3
2019-09-12,26.4
2019-09-13,26.5
2019-09-14,25.6
2019-09-15,25.8
2019-09-16,26.1
2019-09-17,26.9
2019-09-18,27.4
2019-09-19,24.6
2019-09-20,26.6
2019-09-21,22.6
2019-09-22,23.5
2019-09-23,19.7
2019-09-24,22.6
2019-09-25,21.1
2019-09-26,24.2
2019-09-27,24.1
2019-09-28,24.0
2019-09-29,24.7
2019-09-30,25.5
2019-10-01,24.4
2019-10-02,22.3
2019-10-03,24.8
2019-10-04,21.4
2019-10-05,22.8
2019-10-06,22.4
2019-10-08,21.7
2019-10-09,21.7
2019-10-10,23.2
2019-10-11,26.5
2019-10-12,23.7
2019-10-13,25.5
2019-10-14,26.3
2019-10-15,28.9
2019-10-16,28.6
2019-10-17,27.8
2019-10-18,24.6
2019-10-19,24.8
2019-10-20,24.9
2019-10-21,25.4
